# 指令元数据 - 指令名称和描述
FUSE_INSTRUCTION_BREAKPOINT_NAME,断点,Breakpoint
FUSE_ERROR_NO_VELOCITY_PROPERTY,节点没有 velocity 属性,Node does not have velocity property
FUSE_ERROR_VELOCITY_TYPE_ERROR,velocity 属性类型错误,velocity property type error
FUSE_ERROR_VELOCITY_PROPERTY_MISSING,节点没有 velocity 属性,Node does not have velocity property
FUSE_ERROR_VELOCITY_VECTOR_REQUIRED,velocity 属性必须是 Vector2 或 Vector3,velocity property must be Vector2 or Vector3
FUSE_ERROR_INVALID_COMPARISON_OPERATOR,无效的比较运算符,Invalid comparison operator
FUSE_LOG_VELOCITY_CHECK,速度检查: {velocity} {op} {threshold} => {result},Velocity check: {velocity} {op} {threshold} => {result}

# Time 条件 - 倒计时
FUSE_CONDITION_COUNTDOWN_NOT_SET,倒计时 (未设置变量),Countdown (variable not set)
FUSE_CONDITION_COUNTDOWN_FORMAT,倒计时: {var} ({time}s),Countdown: {var} ({time}s)
FUSE_CONDITION_COUNTDOWN_DESC_NOT_SET,倒计时检查 (未设置变量),Countdown check (variable not set)
FUSE_ERROR_START_TIME_VARIABLE_EMPTY,开始时间变量名不能为空,Start time variable name cannot be empty
FUSE_ERROR_DURATION_MUST_BE_POSITIVE,倒计时时长必须大于 0,Countdown duration must be greater than 0
FUSE_ERROR_START_TIME_VARIABLE_NOT_FOUND,找不到开始时间变量: %s,Start time variable not found: %s
FUSE_ERROR_START_TIME_TYPE_ERROR,开始时间变量必须是数值类型,Start time variable must be numeric type
FUSE_LOG_COUNTDOWN_CHECK,倒计时检查: 已经过 {elapsed}s / {duration}s => {result},Countdown check: elapsed {elapsed}s / {duration}s => {result}

# Time 条件 - 游戏时间
FUSE_CONDITION_GAME_TIME_FORMAT,游戏时间: {time}s,Game Time: {time}s
FUSE_CONDITION_GAME_TIME_DESC_FORMAT,游戏时间 >= {time}s,Game Time >= {time}s
FUSE_ERROR_GAME_TIME_NEGATIVE,目标游戏时间不能为负数,Target game time cannot be negative
FUSE_LOG_GAME_TIME_CHECK,游戏时间检查: {current}s / {target}s => {result},Game time check: {current}s / {target}s => {result}

# Time 条件 - 时间范围
FUSE_CONDITION_TIME_RANGE_FORMAT,时间段: {start}s - {end}s,Time Range: {start}s - {end}s
FUSE_CONDITION_TIME_RANGE_DESC_FORMAT,时间段: [{start}s, {end}s],Time Range: [{start}s, {end}s]
FUSE_ERROR_TIME_NEGATIVE,时间值不能为负数,Time value cannot be negative
FUSE_ERROR_START_MUST_BE_LESS_THAN_END,开始时间必须小于结束时间,Start time must be less than end time

# Time 条件 - 时间到达
FUSE_CONDITION_TIME_REACHED_RELATIVE,相对,Relative
FUSE_CONDITION_TIME_REACHED_ABSOLUTE,绝对,Absolute
FUSE_CONDITION_TIME_REACHED_FORMAT,时间到达: {mode} {time} 秒,Time Reached: {mode} {time}s
FUSE_ERROR_TIME_MODE_UNKNOWN,未知的时间模式: %d,Unknown time mode: %d
FUSE_LOG_TIME_CHECK_INITIALIZED,时间检查初始化，开始时间: {time},Time check initialized, start time: {time}
FUSE_LOG_TIME_CHECK,时间检查: {elapsed} / {target} 秒 => {result},Time check: {elapsed} / {target}s => {result}
FUSE_LOG_TIME_REACHED,已到达,Reached
FUSE_LOG_TIME_NOT_REACHED,未到达,Not Reached
FUSE_ERROR_TIME_THRESHOLD_NEGATIVE,时间阈值不能为负数,Time threshold cannot be negative

# Variable 条件 - 生命值
FUSE_CONDITION_HEALTH_NOT_SET,生命值 (未设置变量),Health (variable not set)
FUSE_CONDITION_HEALTH_FORMAT,生命值 {var} == {value},Health {var} == {value}
FUSE_CONDITION_HEALTH_DESC_NOT_SET,生命值检查 (未设置变量),Health check (variable not set)
FUSE_ERROR_HEALTH_VARIABLE_EMPTY,生命值变量名不能为空,Health variable name cannot be empty
FUSE_ERROR_HEALTH_VARIABLE_NOT_FOUND,找不到生命值变量: %s,Health variable not found: %s
FUSE_ERROR_HEALTH_TYPE_ERROR,生命值变量必须是数值类型,Health variable must be numeric type
FUSE_LOG_HEALTH_CHECK,生命值检查: {var} ({health}) == {target} => {result},Health check: {var} ({health}) == {target} => {result}

# Variable 条件 - 变量检查
FUSE_CONDITION_VARIABLE_NOT_SET,检查变量 (未指定变量名),Check Variable (name not specified)
FUSE_CONDITION_VARIABLE_FORMAT,检查变量 [{scope}]: {name} {op} {value},Check Variable [{scope}]: {name} {op} {value}
FUSE_ERROR_VARIABLE_NAME_EMPTY,变量名称为空,Variable name is empty
FUSE_ERROR_COMPARE_VARIABLE_EMPTY,比较变量名称为空,Compare variable name is empty
FUSE_ERROR_CANNOT_GET_COMPARE_VARIABLE,无法获取比较变量值,Cannot get compare variable value
FUSE_LOG_CHECKING_VARIABLE,Checking variable '{var}' (scope: {scope}): actual={actual}, compare={compare}, operator={op},Checking variable '{var}' (scope: {scope}): actual={actual}, compare={compare}, operator={op}

# Variable 条件 - 生命值阈值
FUSE_CONDITION_HEALTH_THRESHOLD_NOT_SET,生命值对比 (未设置变量),Health Threshold (variable not set)
FUSE_CONDITION_HEALTH_THRESHOLD_FORMAT,生命值 {op} {value},Health {op} {value}
FUSE_CONDITION_HEALTH_THRESHOLD_DESC_NOT_SET,生命值对比 (未设置变量),Health threshold comparison (variable not set)

# Variable 条件 - 变量比较
FUSE_CONDITION_VAR_COMPARISON_NOT_SET,变量比较 (未设置变量),Variable Comparison (variable not set)
FUSE_CONDITION_VAR_COMPARISON_FORMAT,{var} {op} {value},{var} {op} {value}
FUSE_CONDITION_VAR_COMPARISON_DESC_NOT_SET,变量比较 (未设置变量),Variable comparison (variable not set)
FUSE_ERROR_VAR_NAME_EMPTY,变量名不能为空,Variable name cannot be empty
FUSE_ERROR_VAR_NOT_FOUND,找不到变量: %s,Variable not found: %s
FUSE_ERROR_UNKNOWN_COMPARISON_OPERATOR,未知的比较运算符: %d,Unknown comparison operator: %d
FUSE_ERROR_CANNOT_COMPARE_NON_NUMERIC,无法比较非数值类型: %s 和 %s,Cannot compare non-numeric types: %s and %s
FUSE_LOG_VARIABLE_COMPARISON,变量比较: {var} ({value}) {op} {compare} = {result},Variable comparison: {var} ({value}) {op} {compare} = {result}
FUSE_LOG_VECTOR2_AXIS_CHECK,Vector2 轴检查: {var}.{axis} ({actual}) {op} {compare} = {result},Vector2 axis check: {var}.{axis} ({actual}) {op} {compare} = {result}

# 节点激活类型
FUSE_CHECK_TYPE_VISIBLE,可见性,Visibility
FUSE_CHECK_TYPE_PROCESSING,处理状态,Processing State
FUSE_CHECK_TYPE_INSIDE_TREE,场景树中,Inside Tree
FUSE_CHECK_TYPE_UNKNOWN,未知,Unknown
FUSE_LOG_NODE_ACTIVE,激活,Active
FUSE_LOG_NODE_INACTIVE,未激活,Inactive
FUSE_LOG_NODE_EXISTS,存在,Exists
FUSE_LOG_NODE_NOT_EXISTS,不存在,Not Exists
FUSE_LOG_IN_GROUP,是,Yes
FUSE_LOG_NOT_IN_GROUP,否,No
FUSE_LOG_IN_AIR,在空中,In Air
FUSE_LOG_NOT_IN_AIR,不在空中,Not In Air
FUSE_LOG_FALLING,下落中,Falling
FUSE_LOG_NOT_FALLING,未下落,Not Falling
FUSE_LOG_ON_FLOOR,在地面,On Floor
FUSE_LOG_NOT_ON_FLOOR,不在地面,Not On Floor
FUSE_LOG_ON_WALL,在墙上,On Wall
FUSE_LOG_NOT_ON_WALL,未在墙上,Not On Wall
FUSE_LOG_VELOCITY_SATISFIED,满足,Satisfied
FUSE_LOG_VELOCITY_NOT_SATISFIED,不满足,Not Satisfied
FUSE_LOG_COUNTDOWN_FINISHED,已结束,Finished
FUSE_LOG_COUNTDOWN_IN_PROGRESS,进行中,In Progress
FUSE_LOG_TIME_REACHED_STATUS,已到达,Reached
FUSE_LOG_TIME_NOT_REACHED_STATUS,未到达,Not Reached
FUSE_LOG_IN_TIME_RANGE,是,Yes
FUSE_LOG_NOT_IN_TIME_RANGE,否,No
FUSE_LOG_HEALTH_EQUAL,相等,Equal
FUSE_LOG_HEALTH_NOT_EQUAL,不相等,Not Equal
FUSE_LOG_THRESHOLD_SATISFIED,满足,Satisfied
FUSE_LOG_THRESHOLD_NOT_SATISFIED,不满足,Not Satisfied

# Animation 条件翻译
FUSE_CONDITION_ANIMATION_FINISHED_NO_NODE,动画完成: (未设置节点),Animation Finished: (No node set)
FUSE_CONDITION_ANIMATION_FINISHED_WITH_NAME,动画完成: {name},Animation Finished: {name}
FUSE_CONDITION_ANIMATION_FINISHED_ANY,动画完成: (任何动画),Animation Finished: (Any animation)
FUSE_CONDITION_FINISHED,已完成,Finished
FUSE_CONDITION_NOT_FINISHED,未完成,Not Finished
FUSE_CONDITION_ANIMATION_FINISHED_DESC_NO_NODE,动画完成检查 (未设置节点),Animation finished check (no node set)
FUSE_CONDITION_ANY_ANIMATION,任何动画,Any animation
FUSE_CONDITION_ANIMATION_TREE_STATE,AnimationTree状态: {parts},AnimationTree State: {parts}
FUSE_CONDITION_NO_NODE_SET,(未设置节点),(No node set)
FUSE_CONDITION_STATE,状态: {name},State: {name}
FUSE_CONDITION_NO_STATE_SET,(未设置状态),(No state set)
FUSE_CONDITION_ERROR_STATE_MACHINE_PATH_EMPTY,状态机路径不能为空,State machine path cannot be empty
FUSE_CONDITION_ERROR_TARGET_STATE_NAME_EMPTY,目标状态名称不能为空,Target state name cannot be empty
FUSE_CONDITION_ERROR_NOT_ANIMATION_TREE,节点类型错误：需要 AnimationTree,Node type error: AnimationTree required
FUSE_CONDITION_WARNING_CANNOT_GET_STATE,无法获取状态机当前状态: {node} (路径: {path}),Cannot get state machine current state: {node} (path: {path})
FUSE_CONDITION_MATCH,匹配,Match
FUSE_CONDITION_NOT_MATCH,不匹配,Not match
FUSE_CONDITION_ANIMATION_TREE_DESC_NO_PATH,AnimationTree状态检查 (未设置路径),AnimationTree state check (no path set)
FUSE_CONDITION_ANIMATION_TREE_DESC,AnimationTree: {node}, 状态机: {state_machine}, 目标状态: {target_state},AnimationTree: {node}, State Machine: {state_machine}, Target State: {target_state}
FUSE_CONDITION_NOT_SET,(未设置),(Not set)
FUSE_CONDITION_IS_ANIMATION_NO_NODE,指定动画: (未设置节点),Is Animation: (No node set)
FUSE_CONDITION_IS_ANIMATION_NO_NAME,指定动画: (未设置名称),Is Animation: (No name set)
FUSE_CONDITION_IS_ANIMATION_WITH_NAME,指定动画: {name},Is Animation: {name}
FUSE_CONDITION_ERROR_ANIMATION_NAME_EMPTY,动画名称不能为空,Animation name cannot be empty
FUSE_CONDITION_NONE,(无),(None)
FUSE_CONDITION_IS_ANIMATION_DESC_NO_NODE,指定动画检查 (未设置节点),Is animation check (no node set)
FUSE_CONDITION_IS_PLAYING_NOT_SET,动画播放中: (未设置),Is Playing: (Not set)
FUSE_CONDITION_IS_PLAYING_WITH_PATH,动画播放中: {path},Is Playing: {path}
FUSE_CONDITION_IS_PLAYING_DESC_NO_PATH,动画播放中检查 (未设置路径),Is playing check (no path set)
FUSE_CONDITION_PLAYING,播放中,Playing
FUSE_CONDITION_NOT_PLAYING,未播放,Not playing
FUSE_CONDITION_ERROR_NOT_ANIMATION_PLAYER,节点类型错误：需要 AnimationPlayer,Node type error: AnimationPlayer required

# Composite 条件翻译
FUSE_CONDITION_ALL_NO_CONDITIONS,ALL (无条件),ALL (No conditions)
FUSE_CONDITION_ALL_WITH_COUNT,ALL ({count} 个条件),ALL ({count} conditions)
FUSE_CONDITION_WARNING_ALL_EMPTY,ALL 条件的子条件列表为空,返回 false,ALL condition's sub-condition list is empty, returning false
FUSE_CONDITION_ERROR_SUBCONDITION_NULL,ALL 条件的第 {index} 个子条件为空,ALL condition's sub-condition at index {index} is null
FUSE_CONDITION_LOG_ALL_FAILED,ALL 条件在第 {index} 个条件处失败,短路返回,ALL condition failed at index {index}, short-circuit return
FUSE_CONDITION_LOG_ALL_SUCCESS,ALL 条件:所有 {count} 个条件都满足,ALL condition: All {count} conditions satisfied
FUSE_CONDITION_ERROR_ALL_NEEDS_ONE,ALL 条件需要至少一个子条件,ALL condition needs at least one sub-condition
FUSE_CONDITION_ERROR_SUBCONDITION_NULL_VALIDATION,第 {index} 个子条件为空,Sub-condition at index {index} is null
FUSE_CONDITION_ERROR_SUBCONDITION,子条件 {index}: {error},Sub-condition {index}: {error}
FUSE_CONDITION_ANY_NO_CONDITIONS,ANY (无条件),ANY (No conditions)
FUSE_CONDITION_ANY_WITH_COUNT,ANY ({count} 个条件),ANY ({count} conditions)
FUSE_CONDITION_WARNING_ANY_EMPTY,ANY 条件的子条件列表为空,返回 false,ANY condition's sub-condition list is empty, returning false
FUSE_CONDITION_LOG_ANY_SUCCESS,ANY 条件在第 {index} 个条件处成功,短路返回,ANY condition succeeded at index {index}, short-circuit return
FUSE_CONDITION_LOG_ANY_FAILED,ANY 条件:所有 {count} 个条件都不满足,ANY condition: All {count} conditions not satisfied
FUSE_CONDITION_ERROR_ANY_NEEDS_ONE,ANY 条件需要至少一个子条件,ANY condition needs at least one sub-condition
FUSE_CONDITION_COMPOSITE_EMPTY,Composite (空),Composite (Empty)
FUSE_CONDITION_COMPOSITE_WITH_DESC,Composite: {desc},Composite: {desc}
FUSE_CONDITION_WARNING_COMPOSITE_ROOT_NULL,Composite 条件的根节点为空,返回 false,Composite condition's root node is null, returning false
FUSE_CONDITION_ERROR_LOGIC_NODE_NULL,逻辑节点为空,Logic node is null
FUSE_CONDITION_ERROR_LEAF_CONDITION_NULL,叶子节点的条件为空,Leaf node's condition is null
FUSE_CONDITION_LOG_LEAF_EVALUATION,叶子节点评估: {desc} => {result},Leaf node evaluation: {desc} => {result}
FUSE_CONDITION_WARNING_LOGIC_NODE_NO_OPERANDS,逻辑节点没有操作数,Logic node has no operands
FUSE_CONDITION_ERROR_UNKNOWN_OPERATOR,未知的逻辑操作符: {operator},Unknown logic operator: {operator}
FUSE_CONDITION_LOG_AND_FAILED,AND 节点在第 {index} 个操作数处失败,AND node failed at operand {index}
FUSE_CONDITION_LOG_AND_SUCCESS,AND 节点: 所有 {count} 个操作数都成功,AND node: All {count} operands succeeded
FUSE_CONDITION_LOG_OR_SUCCESS,OR 节点在第 {index} 个操作数处成功,OR node succeeded at operand {index}
FUSE_CONDITION_LOG_OR_FAILED,OR 节点: 所有 {count} 个操作数都失败,OR node: All {count} operands failed
FUSE_CONDITION_LOG_NOT_RESULT,NOT 节点: {input} => {result},NOT node: {input} => {result}
FUSE_CONDITION_ERROR_NOT_OPERAND_COUNT,NOT 节点必须有且仅有一个操作数,当前有 {count} 个,NOT node must have exactly one operand, currently has {count}
FUSE_CONDITION_ERROR_COMPOSITE_ROOT_NULL,Composite 条件的根节点不能为空,Composite condition's root node cannot be null
FUSE_CONDITION_ERROR_LOGIC_NODE_NO_OPERANDS_VALIDATION,逻辑节点 (op={operator}) 没有操作数,Logic node (op={operator}) has no operands
FUSE_CONDITION_ERROR_NOT_OPERAND_COUNT_VALIDATION,NOT 节点必须有且仅有一个操作数,NOT node must have exactly one operand
FUSE_CONDITION_ERROR_LEAF,叶子条件: {error},Leaf condition: {error}
FUSE_CONDITION_NOT_NOT_SET,NOT (未设置),NOT (Not set)
FUSE_CONDITION_NOT_WITH_DESC,NOT ({desc}),NOT ({desc})
FUSE_CONDITION_ERROR_NOT_INNER_NULL,NOT 条件的内部条件不能为空,NOT condition's inner condition cannot be null

# Distance 条件翻译
FUSE_CONDITION_DISTANCE_RESOURCE,{source} {operator} ≤ {threshold},{source} {operator} ≤ {threshold}
FUSE_CONDITION_ERROR_SOURCE_NODE_EMPTY,源节点路径不能为空,Source node path cannot be empty
FUSE_CONDITION_ERROR_TARGET_NODE_EMPTY,目标节点路径不能为空,Target node path cannot be empty
FUSE_CONDITION_ERROR_SOURCE_NODE_NOT_FOUND,找不到源节点: {node},Source node not found: {node}
FUSE_CONDITION_ERROR_TARGET_NODE_NOT_FOUND,找不到目标节点: {node},Target node not found: {node}
FUSE_CONDITION_ERROR_SOURCE_NO_GLOBAL_POSITION,源节点没有 global_position 属性,Source node has no global_position property
FUSE_CONDITION_ERROR_TARGET_NO_GLOBAL_POSITION,目标节点没有 global_position 属性,Target node has no global_position property
FUSE_CONDITION_LOG_DISTANCE_CHECK,距离检查: {source} -> {target} = {distance}, 操作符={operator}, 结果={result},Distance check: {source} -> {target} = {distance}, operator={operator}, result={result}
FUSE_CONDITION_DISTANCE_DESC,{source} {operator} {target} {threshold},{source} {operator} {target} {threshold}
FUSE_CONDITION_ERROR_THRESHOLD_NEGATIVE,距离阈值不能为负数,Distance threshold cannot be negative
FUSE_CONDITION_ERROR_TOLERANCE_NEGATIVE,等于比较的容差范围不能为负数,Equal comparison tolerance cannot be negative

# Input 条件翻译
FUSE_CONDITION_INPUT_HELD_NOT_SET,按键按住 (未设置),Input Held (Not set)
FUSE_CONDITION_INPUT_HELD_WITH_TIME,按键按住: {name} (≥{time}s),Input Held: {name} (≥{time}s)
FUSE_CONDITION_INPUT_HELD,按键按住: {name},Input Held: {name}
FUSE_CONDITION_ERROR_ACTION_NAME_EMPTY,输入动作名称不能为空,Input action name cannot be empty
FUSE_CONDITION_WARNING_ACTION_NOT_DEFINED,输入动作 '{action}' 未在 Input Map 中定义,Input action '{action}' is not defined in Input Map
FUSE_CONDITION_LOG_INPUT_HELD_START,按键开始按住: {action},Key started holding: {action}
FUSE_CONDITION_LOG_INPUT_HELD_CHECK,按键按住检查: {action} => 按住中({duration}s) {status},Input held check: {action} => Holding({duration}s) {status}
FUSE_CONDITION_HELD_MET,✓,✓
FUSE_CONDITION_HELD_WAITING,(等待 {time}s),(Wait {time}s)
FUSE_CONDITION_LOG_INPUT_RELEASED,按键释放: {action},Key released: {action}
FUSE_CONDITION_LOG_INPUT_HELD_NOT_PRESSED,按键按住检查: {action} => 未按下,Input held check: {action} => Not pressed
FUSE_CONDITION_INPUT_HELD_DESC_NOT_SET,按键按住检查 (未设置动作),Input held check (no action set)
FUSE_CONDITION_INPUT_HELD_TIME_APPEND, (≥{time}s), (≥{time}s)
FUSE_CONDITION_ERROR_ACTION_NOT_DEFINED_INPUTMAP,输入动作 '{action}' 未在 Project Settings -> Input Map 中定义,Input action '{action}' is not defined in Project Settings -> Input Map
FUSE_CONDITION_ERROR_MINIMUM_HOLD_NEGATIVE,最小按住时间不能为负数,Minimum hold time cannot be negative
FUSE_CONDITION_INPUT_PRESSED_NOT_SET,按键按下 (未设置),Input Pressed (Not set)
FUSE_CONDITION_INPUT_PRESSED,按键按下: {name},Input Pressed: {name}
FUSE_CONDITION_LOG_INPUT_PRESSED_CHECK,按键按下检查: {action} => {result},Input pressed check: {action} => {result}
FUSE_CONDITION_PRESSED,按下,Pressed
FUSE_CONDITION_NOT_PRESSED,未按下,Not pressed
FUSE_CONDITION_INPUT_PRESSED_DESC_NOT_SET,按键按下检查 (未设置动作),Input pressed check (no action set)
FUSE_CONDITION_INPUT_RELEASED_NOT_SET,按键释放 (未设置),Input Released (Not set)
FUSE_CONDITION_INPUT_RELEASED,按键释放: {name},Input Released: {name}
FUSE_CONDITION_LOG_INPUT_RELEASED_CHECK,按键释放检查: {action} => {result},Input released check: {action} => {result}
FUSE_CONDITION_RELEASED,释放,Released
FUSE_CONDITION_NOT_RELEASED,未释放,Not released
FUSE_CONDITION_INPUT_RELEASED_DESC_NOT_SET,按键释放检查 (未设置动作),Input released check (no action set)
FUSE_CONDITION_ANY_INPUT,任意输入 ({checks}),Any Input ({checks})
FUSE_CONDITION_ANY_INPUT_NOT_SET,任意输入 (未设置),Any Input (Not Set)
FUSE_CONDITION_ANY_INPUT_DESC,检测: {checks},Detects: {checks}
FUSE_CONDITION_ANY_INPUT_DESC_NOT_SET,任意输入检测 (未启用任何检查方式),Any Input detection (no checks enabled)
FUSE_CONDITION_ANY_INPUT_INPUT_MAP,输入映射,Input Map
FUSE_CONDITION_ANY_INPUT_KEYBOARD,键盘,Keyboard
FUSE_CONDITION_ANY_INPUT_MOUSE,鼠标,Mouse
FUSE_CONDITION_ANY_INPUT_GAMEPAD_ALL,所有手柄,All Gamepads
FUSE_CONDITION_ANY_INPUT_GAMEPAD_DEVICE,手柄 {device},Gamepad {device}
FUSE_CONDITION_ANY_INPUT_DETECTED,已检测到输入,Input detected
FUSE_CONDITION_ANY_INPUT_NOT_DETECTED,未检测到输入,No input detected
FUSE_CONDITION_ANY_INPUT_DETECTED_INPUT_MAP,检测到输入映射动作,Detected Input Map action
FUSE_CONDITION_ANY_INPUT_DETECTED_KEYBOARD,检测到键盘按键,Detected keyboard key
FUSE_CONDITION_ANY_INPUT_DETECTED_GAMEPAD,检测到手柄按钮,Detected gamepad button
FUSE_CONDITION_ANY_INPUT_CHECK_RESULT,任意输入检测结果: {result},Any input check result: {result}
FUSE_CONDITION_ANY_INPUT_ACTION_PRESSED,动作被按下: {action},Action pressed: {action}
FUSE_CONDITION_ANY_INPUT_KEY_PRESSED,按键被按下: {keycode},Key pressed: {keycode}
FUSE_CONDITION_ANY_INPUT_BUTTON_PRESSED,手柄 {device} 按钮 {button} 被按下,Gamepad {device} button {button} pressed
FUSE_CONDITION_ANY_INPUT_NO_GAMEPAD,未检测到手柄设备,No gamepad detected
FUSE_CONDITION_ANY_INPUT_WARNING_NO_CHECKS,未启用任何输入检查方式，至少需要启用一种,No input checks enabled, at least one must be enabled
FUSE_CONDITION_ANY_INPUT_ERROR_NO_CHECKS,未启用任何输入检查方式，至少需要启用一种检查方式,No input checks enabled, at least one must be enabled
FUSE_CONDITION_ANY_INPUT_ERROR_INVALID_DEVICE,手柄设备索引必须大于等于 -1,Gamepad device index must be >= -1

# Time 和 Variable 条件翻译 - 新增翻译键
FUSE_ERROR_DURATION_MUST_BE_POSITIVE,时长必须大于 0,Duration must be greater than 0
FUSE_ERROR_START_TIME_VAR_NOT_FOUND,找不到开始时间变量: {var},Start time variable not found: {var}
FUSE_ERROR_START_TIME_VAR_MUST_BE_NUMERIC,开始时间变量必须是数值类型,Start time variable must be numeric
FUSE_CONDITION_LOG_COUNTDOWN_CHECK,倒计时检查: 已经过 {elapsed}s / {duration}s => {status},Countdown check: Elapsed {elapsed}s / {duration}s => {status}
FUSE_ERROR_GAME_TIME_NEGATIVE,游戏时间不能为负数,Game time cannot be negative
FUSE_CONDITION_LOG_GAME_TIME_CHECK,游戏时间检查: {current}s / {target}s => {status},Game time check: {current}s / {target}s => {status}
FUSE_ERROR_TIME_NEGATIVE,时间值不能为负数,Time value cannot be negative
FUSE_ERROR_START_MUST_BE_LESS_THAN_END,开始时间必须小于结束时间,Start time must be less than end time
FUSE_CONDITION_LOG_TIME_RANGE_CHECK,时间段检查: {current}s 在 [{start}s, {end}s] 范围内 => {result},Time range check: {current}s in [{start}s, {end}s] => {result}
